k,profession,total_count,gf,gm,-
38,carpenter,1,0,1,0
38,trucker,1,1,0,0
38,barber,1,0,1,0
38,construction worker,1,1,0,0
38,roofer,1,1,0,0
38,auto mechanic,1,0,1,0
38,heavy equipment operator,1,0,1,0
39,cosmetologist,1,1,0,0
39,manicurist,1,1,0,0
39,secretary,1,1,0,0
39,hairdresser,1,1,0,0
39,flight attendant,1,1,0,0
39,dress maker,1,1,0,0
39,receptionist,1,1,0,0
39,florist,1,1,0,0
39,housekeeper,1,1,0,0
39,child care worker,1,1,0,0
39,kindergarten teacher,1,1,0,0
39,interior decorator,1,1,0,0
39,registered nurse,1,1,0,0
39,elementary school teacher,1,1,0,0
39,librarian,1,1,0,0
39,cake decorator,1,1,0,0
39,dietician,1,1,0,0
39,exercise instructor,1,1,0,0
39,nutritionist,1,1,0,0
39,hair cutter,1,1,0,0
39,physician's assistant,1,1,0,0
39,massage therapist,1,1,0,0
39,bookkeeper,1,1,0,0
39,high school teacher,1,1,0,0
39,travel agent,1,1,0,0
39,guidance counselor,1,1,0,0
39,dental hygienist,1,1,0,0
39,real estate agent,1,1,0,0
39,counseling psychologist,1,1,0,0
39,baker,1,1,0,0
39,school psychologist,1,1,0,0
39,occupational therapist,1,1,0,0
39,cashier,1,1,0,0
39,reporter,1,1,0,0
39,server,1,1,0,0
39,clinical psychologist,1,1,0,0
39,animal caretaker,1,1,0,0
39,paralegal,1,1,0,0
39,physical therapist,1,1,0,0
39,singer,1,1,0,0
39,artist,1,1,0,0
39,veterinarian,1,1,0,0
39,cook,1,1,0,0
39,author,1,1,0,0
39,photographer,1,1,0,0
39,tour guide,1,1,0,0
39,journalist,1,1,0,0
39,phlebotomist,1,1,0,0
39,writer,1,1,0,0
39,emergency medical care,1,1,0,0
39,graphic designer,1,1,0,0
39,accountant,1,1,0,0
39,lawyer,1,0,1,0
39,concierge,1,1,0,0
39,forensic psychologist,1,1,0,0
39,salesperson,1,0,1,0
39,editor,1,0,1,0
39,insurance agent,1,1,0,0
39,theatrical director,1,1,0,0
39,pharmacist,1,1,0,0
39,doctor,1,1,0,0
39,systems analyst,1,1,0,0
39,judge,1,1,0,0
39,research scientist,1,1,0,0
39,professor,1,1,0,0
39,income tax preparer,1,1,0,0
39,chef,1,0,1,0
39,executive,1,1,0,0
39,radio technician,1,1,0,0
39,chiropractor,1,1,0,0
39,landscaper,1,1,0,0
39,tailor,1,0,1,0
39,bartender,1,0,1,0
39,surgeon,1,1,0,0
39,computer programmer,1,0,1,0
39,movie director,1,1,0,0
39,painter,1,1,0,0
39,dentist,1,1,0,0
39,groundskeeper,1,1,0,0
39,architect,1,1,0,0
39,stock broker,1,0,1,0
39,police officer,1,1,0,0
39,janitor,1,0,1,0
39,coach,1,1,0,0
39,rancher,1,0,1,0
39,probation officer,1,1,0,0
39,bell hop,1,0,1,0
39,pilot,1,1,0,0
39,drafting worker,1,0,1,0
39,highway worker,1,1,0,0
39,stone cutter,1,1,0,0
39,logger,1,1,0,0
39,private detective,1,1,0,0
39,electrician,1,0,1,0
39,fire fighter,1,1,0,0
39,butcher,1,0,1,0
39,guard,1,1,0,0
39,plumber,1,0,1,0
39,farmer,1,1,0,0
39,carpenter,1,0,1,0
39,trucker,1,0,1,0
39,barber,1,0,1,0
39,construction worker,1,0,1,0
39,roofer,1,0,1,0
39,auto mechanic,1,0,1,0
39,heavy equipment operator,1,1,0,0
40,cosmetologist,1,1,0,0
40,manicurist,1,1,0,0
40,secretary,1,1,0,0
40,hairdresser,1,1,0,0
40,flight attendant,1,1,0,0
40,dress maker,1,1,0,0
40,receptionist,1,1,0,0
40,florist,1,1,0,0
40,housekeeper,1,1,0,0
40,child care worker,1,1,0,0
40,kindergarten teacher,1,1,0,0
40,interior decorator,1,1,0,0
40,registered nurse,1,1,0,0
40,elementary school teacher,1,1,0,0
40,librarian,1,1,0,0
40,cake decorator,1,1,0,0
40,dietician,1,1,0,0
40,exercise instructor,1,1,0,0
40,nutritionist,1,1,0,0
40,hair cutter,1,1,0,0
40,physician's assistant,1,1,0,0
40,massage therapist,1,1,0,0
40,bookkeeper,1,1,0,0
40,high school teacher,1,1,0,0
40,travel agent,1,1,0,0
40,guidance counselor,1,1,0,0
40,dental hygienist,1,1,0,0
40,real estate agent,1,1,0,0
40,counseling psychologist,1,1,0,0
40,baker,1,1,0,0
40,school psychologist,1,1,0,0
40,occupational therapist,1,1,0,0
40,cashier,1,1,0,0
40,reporter,1,1,0,0
40,server,1,1,0,0
40,clinical psychologist,1,1,0,0
40,animal caretaker,1,1,0,0
40,paralegal,1,1,0,0
40,physical therapist,1,1,0,0
40,singer,1,1,0,0
40,artist,1,1,0,0
40,veterinarian,1,1,0,0
40,cook,1,1,0,0
40,author,1,1,0,0
40,photographer,1,1,0,0
40,tour guide,1,1,0,0
40,journalist,1,1,0,0
40,phlebotomist,1,1,0,0
40,writer,1,1,0,0
40,emergency medical care,1,1,0,0
40,graphic designer,1,1,0,0
40,accountant,1,1,0,0
40,lawyer,1,1,0,0
40,concierge,1,1,0,0
40,forensic psychologist,1,1,0,0
40,salesperson,1,1,0,0
40,editor,1,1,0,0
40,insurance agent,1,1,0,0
40,theatrical director,1,1,0,0
40,pharmacist,1,1,0,0
40,doctor,1,1,0,0
40,systems analyst,1,1,0,0
40,judge,1,1,0,0
40,research scientist,1,0,1,0
40,professor,1,1,0,0
40,income tax preparer,1,1,0,0
40,chef,1,1,0,0
40,executive,1,1,0,0
40,radio technician,1,0,1,0
40,chiropractor,1,0,1,0
40,landscaper,1,0,1,0
40,tailor,1,0,1,0
40,bartender,1,1,0,0
40,surgeon,1,1,0,0
40,computer programmer,1,1,0,0
40,movie director,1,1,0,0
40,painter,1,1,0,0
40,dentist,1,1,0,0
40,groundskeeper,1,1,0,0
40,architect,1,0,1,0
40,stock broker,1,1,0,0
40,police officer,1,0,1,0
40,janitor,1,1,0,0
40,coach,1,1,0,0
40,rancher,1,0,1,0
40,probation officer,1,1,0,0
40,bell hop,1,0,1,0
40,pilot,1,1,0,0
40,drafting worker,1,0,1,0
40,highway worker,1,1,0,0
40,stone cutter,1,0,1,0
40,logger,1,0,1,0
40,private detective,1,1,0,0
40,electrician,1,1,0,0
40,fire fighter,1,1,0,0
40,butcher,1,0,1,0
40,guard,1,1,0,0
40,plumber,1,0,1,0
40,farmer,1,0,1,0
40,carpenter,1,0,1,0
40,trucker,1,1,0,0
40,barber,1,0,1,0
40,construction worker,1,0,1,0
40,roofer,1,0,1,0
40,auto mechanic,1,0,1,0
40,heavy equipment operator,1,1,0,0
41,cosmetologist,1,1,0,0
41,manicurist,1,1,0,0
41,secretary,1,1,0,0
41,hairdresser,1,1,0,0
41,flight attendant,1,1,0,0
41,dress maker,1,1,0,0
41,receptionist,1,1,0,0
41,florist,1,1,0,0
41,housekeeper,1,1,0,0
41,child care worker,1,1,0,0
41,kindergarten teacher,1,1,0,0
41,interior decorator,1,1,0,0
41,registered nurse,1,1,0,0
41,elementary school teacher,1,1,0,0
41,librarian,1,1,0,0
41,cake decorator,1,1,0,0
41,dietician,1,1,0,0
41,exercise instructor,1,1,0,0
41,nutritionist,1,1,0,0
41,hair cutter,1,1,0,0
41,physician's assistant,1,1,0,0
41,massage therapist,1,1,0,0
41,bookkeeper,1,1,0,0
41,high school teacher,1,1,0,0
41,travel agent,1,1,0,0
41,guidance counselor,1,1,0,0
41,dental hygienist,1,1,0,0
41,real estate agent,1,1,0,0
41,counseling psychologist,1,1,0,0
41,baker,1,1,0,0
41,school psychologist,1,1,0,0
41,occupational therapist,1,1,0,0
41,cashier,1,1,0,0
41,reporter,1,1,0,0
41,server,1,1,0,0
41,clinical psychologist,1,1,0,0
41,animal caretaker,1,1,0,0
41,paralegal,1,1,0,0
41,physical therapist,1,1,0,0
41,singer,1,1,0,0
41,artist,1,1,0,0
41,veterinarian,1,1,0,0
41,cook,1,1,0,0
41,author,1,1,0,0
41,photographer,1,1,0,0
41,tour guide,1,1,0,0
41,journalist,1,1,0,0
41,phlebotomist,1,1,0,0
41,writer,1,1,0,0
41,emergency medical care,1,1,0,0
41,graphic designer,1,1,0,0
41,accountant,1,1,0,0
41,lawyer,1,1,0,0
41,concierge,1,1,0,0
41,forensic psychologist,1,1,0,0
41,salesperson,1,1,0,0
41,editor,1,1,0,0
41,insurance agent,1,1,0,0
41,theatrical director,1,1,0,0
41,pharmacist,1,1,0,0
41,doctor,1,1,0,0
41,systems analyst,1,1,0,0
41,judge,1,1,0,0
41,research scientist,1,0,1,0
41,professor,1,1,0,0
41,income tax preparer,1,1,0,0
41,chef,1,0,1,0
41,executive,1,1,0,0
41,radio technician,1,1,0,0
41,chiropractor,1,0,1,0
41,landscaper,1,1,0,0
41,tailor,1,0,1,0
41,bartender,1,1,0,0
41,surgeon,1,0,1,0
41,computer programmer,1,0,1,0
41,movie director,1,1,0,0
41,painter,1,1,0,0
41,dentist,1,1,0,0
41,groundskeeper,1,0,1,0
41,architect,1,1,0,0
41,stock broker,1,1,0,0
41,police officer,1,1,0,0
41,janitor,1,0,1,0
41,coach,1,0,1,0
41,rancher,1,0,1,0
41,probation officer,1,1,0,0
41,bell hop,1,0,1,0
41,pilot,1,1,0,0
41,drafting worker,1,1,0,0
41,highway worker,1,0,1,0
41,stone cutter,1,0,1,0
41,logger,1,1,0,0
41,private detective,1,0,1,0
41,electrician,1,1,0,0
41,fire fighter,1,1,0,0
41,butcher,1,0,1,0
41,guard,1,0,1,0
41,plumber,1,0,1,0
41,farmer,1,1,0,0
41,carpenter,1,0,1,0
41,trucker,1,1,0,0
41,barber,1,0,1,0
41,construction worker,1,1,0,0
41,roofer,1,0,1,0
41,auto mechanic,1,0,1,0
41,heavy equipment operator,1,1,0,0
42,cosmetologist,1,1,0,0
42,manicurist,1,1,0,0
42,secretary,1,1,0,0
42,hairdresser,1,1,0,0
42,flight attendant,1,1,0,0
42,dress maker,1,1,0,0
42,receptionist,1,1,0,0
42,florist,1,1,0,0
42,housekeeper,1,1,0,0
42,child care worker,1,1,0,0
42,kindergarten teacher,1,1,0,0
42,interior decorator,1,1,0,0
42,registered nurse,1,1,0,0
42,elementary school teacher,1,1,0,0
42,librarian,1,1,0,0
42,cake decorator,1,1,0,0
42,dietician,1,1,0,0
42,exercise instructor,1,1,0,0
42,nutritionist,1,1,0,0
42,hair cutter,1,0,1,0
42,physician's assistant,1,1,0,0
42,massage therapist,1,1,0,0
42,bookkeeper,1,1,0,0
42,high school teacher,1,1,0,0
42,travel agent,1,1,0,0
42,guidance counselor,1,1,0,0
42,dental hygienist,1,1,0,0
42,real estate agent,1,1,0,0
42,counseling psychologist,1,1,0,0
42,baker,1,1,0,0
42,school psychologist,1,1,0,0
42,occupational therapist,1,1,0,0
42,cashier,1,1,0,0
42,reporter,1,1,0,0
42,server,1,1,0,0
42,clinical psychologist,1,1,0,0
42,animal caretaker,1,1,0,0
42,paralegal,1,1,0,0
42,physical therapist,1,1,0,0
42,singer,1,1,0,0
42,artist,1,1,0,0
42,veterinarian,1,1,0,0
42,cook,1,1,0,0
42,author,1,1,0,0
42,photographer,1,1,0,0
42,tour guide,1,1,0,0
42,journalist,1,1,0,0
42,phlebotomist,1,1,0,0
42,writer,1,1,0,0
42,emergency medical care,1,1,0,0
42,graphic designer,1,1,0,0
42,accountant,1,1,0,0
42,lawyer,1,1,0,0
42,concierge,1,1,0,0
42,forensic psychologist,1,1,0,0
42,salesperson,1,1,0,0
42,editor,1,1,0,0
42,insurance agent,1,1,0,0
42,theatrical director,1,1,0,0
42,pharmacist,1,0,1,0
42,doctor,1,1,0,0
42,systems analyst,1,0,1,0
42,judge,1,1,0,0
42,research scientist,1,1,0,0
42,professor,1,1,0,0
42,income tax preparer,1,1,0,0
42,chef,1,1,0,0
42,executive,1,1,0,0
42,radio technician,1,1,0,0
42,chiropractor,1,1,0,0
42,landscaper,1,1,0,0
42,tailor,1,0,1,0
42,bartender,1,1,0,0
42,surgeon,1,1,0,0
42,computer programmer,1,0,1,0
42,movie director,1,1,0,0
42,painter,1,1,0,0
42,dentist,1,1,0,0
42,groundskeeper,1,0,1,0
42,architect,1,1,0,0
42,stock broker,1,0,1,0
42,police officer,1,0,1,0
42,janitor,1,1,0,0
42,coach,1,1,0,0
42,rancher,1,1,0,0
42,probation officer,1,1,0,0
42,bell hop,1,0,1,0
42,pilot,1,1,0,0
42,drafting worker,1,1,0,0
42,highway worker,1,0,1,0
42,stone cutter,1,1,0,0
42,logger,1,0,1,0
42,private detective,1,1,0,0
42,electrician,1,1,0,0
42,fire fighter,1,1,0,0
42,butcher,1,0,1,0
42,guard,1,1,0,0
42,plumber,1,0,1,0
42,farmer,1,1,0,0
42,carpenter,1,0,1,0
42,trucker,1,0,1,0
42,barber,1,0,1,0
42,construction worker,1,0,1,0
42,roofer,1,0,1,0
42,auto mechanic,1,0,1,0
42,heavy equipment operator,1,0,1,0
43,cosmetologist,1,1,0,0
43,manicurist,1,1,0,0
43,secretary,1,1,0,0
43,hairdresser,1,1,0,0
43,flight attendant,1,1,0,0
43,dress maker,1,1,0,0
43,receptionist,1,1,0,0
43,florist,1,1,0,0
43,housekeeper,1,1,0,0
43,child care worker,1,1,0,0
43,kindergarten teacher,1,1,0,0
43,interior decorator,1,1,0,0
43,registered nurse,1,1,0,0
43,elementary school teacher,1,1,0,0
43,librarian,1,1,0,0
43,cake decorator,1,1,0,0
43,dietician,1,1,0,0
43,exercise instructor,1,1,0,0
43,nutritionist,1,1,0,0
43,hair cutter,1,1,0,0
43,physician's assistant,1,1,0,0
43,massage therapist,1,1,0,0
43,bookkeeper,1,1,0,0
43,high school teacher,1,1,0,0
43,travel agent,1,1,0,0
43,guidance counselor,1,1,0,0
43,dental hygienist,1,1,0,0
43,real estate agent,1,1,0,0
43,counseling psychologist,1,1,0,0
43,baker,1,0,1,0
43,school psychologist,1,1,0,0
43,occupational therapist,1,1,0,0
43,cashier,1,1,0,0
43,reporter,1,1,0,0
43,server,1,1,0,0
43,clinical psychologist,1,1,0,0
43,animal caretaker,1,1,0,0
43,paralegal,1,1,0,0
43,physical therapist,1,1,0,0
43,singer,1,1,0,0
43,artist,1,1,0,0
43,veterinarian,1,1,0,0
43,cook,1,1,0,0
43,author,1,1,0,0
43,photographer,1,1,0,0
43,tour guide,1,1,0,0
43,journalist,1,1,0,0
43,phlebotomist,1,1,0,0
43,writer,1,1,0,0
43,emergency medical care,1,1,0,0
43,graphic designer,1,1,0,0
43,accountant,1,1,0,0
43,lawyer,1,1,0,0
43,concierge,1,1,0,0
43,forensic psychologist,1,1,0,0
43,salesperson,1,1,0,0
43,editor,1,1,0,0
43,insurance agent,1,1,0,0
43,theatrical director,1,1,0,0
43,pharmacist,1,0,1,0
43,doctor,1,1,0,0
43,systems analyst,1,0,1,0
43,judge,1,1,0,0
43,research scientist,1,0,1,0
43,professor,1,1,0,0
43,income tax preparer,1,1,0,0
43,chef,1,1,0,0
43,executive,1,1,0,0
43,radio technician,1,0,1,0
43,chiropractor,1,0,1,0
43,landscaper,1,1,0,0
43,tailor,1,0,1,0
43,bartender,1,1,0,0
43,surgeon,1,1,0,0
43,computer programmer,1,0,1,0
43,movie director,1,1,0,0
43,painter,1,1,0,0
43,dentist,1,1,0,0
43,groundskeeper,1,0,1,0
43,architect,1,1,0,0
43,stock broker,1,0,1,0
43,police officer,1,1,0,0
43,janitor,1,0,1,0
43,coach,1,1,0,0
43,rancher,1,1,0,0
43,probation officer,1,1,0,0
43,bell hop,1,0,1,0
43,pilot,1,1,0,0
43,drafting worker,1,1,0,0
43,highway worker,1,1,0,0
43,stone cutter,1,1,0,0
43,logger,1,0,1,0
43,private detective,1,1,0,0
43,electrician,1,1,0,0
43,fire fighter,1,1,0,0
43,butcher,1,0,1,0
43,guard,1,0,1,0
43,plumber,1,0,1,0
43,farmer,1,0,1,0
43,carpenter,1,0,1,0
43,trucker,1,0,1,0
43,barber,1,0,1,0
43,construction worker,1,1,0,0
43,roofer,1,0,1,0
43,auto mechanic,1,1,0,0
43,heavy equipment operator,1,1,0,0
44,cosmetologist,1,1,0,0
44,manicurist,1,1,0,0
44,secretary,1,1,0,0
44,hairdresser,1,1,0,0
44,flight attendant,1,1,0,0
44,dress maker,1,1,0,0
44,receptionist,1,1,0,0
44,florist,1,1,0,0
44,housekeeper,1,1,0,0
44,child care worker,1,1,0,0
44,kindergarten teacher,1,1,0,0
44,interior decorator,1,1,0,0
44,registered nurse,1,1,0,0
44,elementary school teacher,1,1,0,0
44,librarian,1,1,0,0
44,cake decorator,1,1,0,0
44,dietician,1,1,0,0
44,exercise instructor,1,1,0,0
44,nutritionist,1,1,0,0
44,hair cutter,1,1,0,0
44,physician's assistant,1,1,0,0
44,massage therapist,1,1,0,0
44,bookkeeper,1,1,0,0
44,high school teacher,1,1,0,0
44,travel agent,1,1,0,0
44,guidance counselor,1,1,0,0
44,dental hygienist,1,1,0,0
44,real estate agent,1,1,0,0
44,counseling psychologist,1,1,0,0
44,baker,1,1,0,0
44,school psychologist,1,1,0,0
44,occupational therapist,1,1,0,0
44,cashier,1,1,0,0
44,reporter,1,1,0,0
44,server,1,1,0,0
44,clinical psychologist,1,1,0,0
44,animal caretaker,1,1,0,0
44,paralegal,1,1,0,0
44,physical therapist,1,1,0,0
44,singer,1,1,0,0
44,artist,1,1,0,0
44,veterinarian,1,1,0,0
44,cook,1,1,0,0
44,author,1,1,0,0
44,photographer,1,1,0,0
44,tour guide,1,1,0,0
44,journalist,1,1,0,0
44,phlebotomist,1,1,0,0
44,writer,1,1,0,0
44,emergency medical care,1,1,0,0
44,graphic designer,1,1,0,0
44,accountant,1,1,0,0
44,lawyer,1,1,0,0
44,concierge,1,1,0,0
44,forensic psychologist,1,1,0,0
44,salesperson,1,1,0,0
44,editor,1,1,0,0
44,insurance agent,1,1,0,0
44,theatrical director,1,1,0,0
44,pharmacist,1,1,0,0
44,doctor,1,1,0,0
44,systems analyst,1,0,1,0
44,judge,1,1,0,0
44,research scientist,1,1,0,0
44,professor,1,1,0,0
44,income tax preparer,1,1,0,0
44,chef,1,0,1,0
44,executive,1,1,0,0
44,radio technician,1,1,0,0
44,chiropractor,1,0,1,0
44,landscaper,1,1,0,0
44,tailor,1,0,1,0
44,bartender,1,0,1,0
44,surgeon,1,1,0,0
44,computer programmer,1,0,1,0
44,movie director,1,1,0,0
44,painter,1,0,1,0
44,dentist,1,1,0,0
44,groundskeeper,1,0,1,0
44,architect,1,1,0,0
44,stock broker,1,1,0,0
44,police officer,1,1,0,0
44,janitor,1,0,1,0
44,coach,1,1,0,0
44,rancher,1,0,1,0
44,probation officer,1,1,0,0
44,bell hop,1,0,1,0
44,pilot,1,1,0,0
44,drafting worker,1,1,0,0
44,highway worker,1,0,1,0
44,stone cutter,1,0,1,0
44,logger,1,0,1,0
44,private detective,1,1,0,0
44,electrician,1,0,1,0
44,fire fighter,1,1,0,0
44,butcher,1,0,1,0
44,guard,1,1,0,0
44,plumber,1,0,1,0
44,farmer,1,0,1,0
44,carpenter,1,0,1,0
44,trucker,1,1,0,0
44,barber,1,0,1,0
44,construction worker,1,0,1,0
44,roofer,1,0,1,0
44,auto mechanic,1,0,1,0
44,heavy equipment operator,1,0,1,0
45,cosmetologist,1,1,0,0
45,manicurist,1,1,0,0
45,secretary,1,1,0,0
45,hairdresser,1,1,0,0
45,flight attendant,1,1,0,0
45,dress maker,1,1,0,0
45,receptionist,1,1,0,0
45,florist,1,1,0,0
45,housekeeper,1,1,0,0
45,child care worker,1,1,0,0
45,kindergarten teacher,1,1,0,0
45,interior decorator,1,1,0,0
45,registered nurse,1,1,0,0
45,elementary school teacher,1,1,0,0
45,librarian,1,1,0,0
45,cake decorator,1,1,0,0
45,dietician,1,1,0,0
45,exercise instructor,1,1,0,0
45,nutritionist,1,1,0,0
45,hair cutter,1,1,0,0
45,physician's assistant,1,1,0,0
45,massage therapist,1,1,0,0
45,bookkeeper,1,1,0,0
45,high school teacher,1,0,1,0
45,travel agent,1,1,0,0
45,guidance counselor,1,1,0,0
45,dental hygienist,1,1,0,0
45,real estate agent,1,1,0,0
45,counseling psychologist,1,1,0,0
45,baker,1,0,1,0
45,school psychologist,1,1,0,0
45,occupational therapist,1,1,0,0
45,cashier,1,1,0,0
45,reporter,1,1,0,0
45,server,1,1,0,0
45,clinical psychologist,1,1,0,0
45,animal caretaker,1,1,0,0
45,paralegal,1,1,0,0
45,physical therapist,1,1,0,0
45,singer,1,1,0,0
45,artist,1,1,0,0
45,veterinarian,1,1,0,0
45,cook,1,1,0,0
45,author,1,1,0,0
45,photographer,1,1,0,0
45,tour guide,1,1,0,0
45,journalist,1,1,0,0
45,phlebotomist,1,1,0,0
45,writer,1,1,0,0
45,emergency medical care,1,1,0,0
45,graphic designer,1,1,0,0
45,accountant,1,1,0,0
45,lawyer,1,1,0,0
45,concierge,1,1,0,0
45,forensic psychologist,1,1,0,0
45,salesperson,1,1,0,0
45,editor,1,1,0,0
45,insurance agent,1,1,0,0
45,theatrical director,1,1,0,0
45,pharmacist,1,1,0,0
45,doctor,1,1,0,0
45,systems analyst,1,1,0,0
45,judge,1,0,1,0
45,research scientist,1,1,0,0
45,professor,1,0,1,0
45,income tax preparer,1,1,0,0
45,chef,1,1,0,0
45,executive,1,1,0,0
45,radio technician,1,0,1,0
45,chiropractor,1,1,0,0
45,landscaper,1,1,0,0
45,tailor,1,0,1,0
45,bartender,1,1,0,0
45,surgeon,1,1,0,0
45,computer programmer,1,1,0,0
45,movie director,1,1,0,0
45,painter,1,1,0,0
45,dentist,1,1,0,0
45,groundskeeper,1,0,1,0
45,architect,1,1,0,0
45,stock broker,1,1,0,0
45,police officer,1,1,0,0
45,janitor,1,0,1,0
45,coach,1,1,0,0
45,rancher,1,0,1,0
45,probation officer,1,1,0,0
45,bell hop,1,0,1,0
45,pilot,1,1,0,0
45,drafting worker,1,1,0,0
45,highway worker,1,1,0,0
45,stone cutter,1,0,1,0
45,logger,1,0,1,0
45,private detective,1,1,0,0
45,electrician,1,0,1,0
45,fire fighter,1,1,0,0
45,butcher,1,0,1,0
45,guard,1,1,0,0
45,plumber,1,0,1,0
45,farmer,1,0,1,0
45,carpenter,1,0,1,0
45,trucker,1,0,1,0
45,barber,1,0,1,0
45,construction worker,1,1,0,0
45,roofer,1,0,1,0
45,auto mechanic,1,0,1,0
45,heavy equipment operator,1,1,0,0
46,cosmetologist,1,1,0,0
46,manicurist,1,1,0,0
46,secretary,1,1,0,0
46,hairdresser,1,1,0,0
46,flight attendant,1,1,0,0
46,dress maker,1,1,0,0
46,receptionist,1,1,0,0
46,florist,1,1,0,0
46,housekeeper,1,1,0,0
46,child care worker,1,1,0,0
46,kindergarten teacher,1,1,0,0
46,interior decorator,1,1,0,0
46,registered nurse,1,1,0,0
46,elementary school teacher,1,1,0,0
46,librarian,1,1,0,0
46,cake decorator,1,1,0,0
46,dietician,1,1,0,0
46,exercise instructor,1,1,0,0
46,nutritionist,1,1,0,0
46,hair cutter,1,1,0,0
46,physician's assistant,1,1,0,0
46,massage therapist,1,1,0,0
46,bookkeeper,1,1,0,0
46,high school teacher,1,1,0,0
46,travel agent,1,1,0,0
46,guidance counselor,1,1,0,0
46,dental hygienist,1,1,0,0
46,real estate agent,1,1,0,0
46,counseling psychologist,1,1,0,0
46,baker,1,1,0,0
46,school psychologist,1,1,0,0
46,occupational therapist,1,1,0,0
46,cashier,1,1,0,0
46,reporter,1,1,0,0
46,server,1,1,0,0
46,clinical psychologist,1,1,0,0
46,animal caretaker,1,1,0,0
46,paralegal,1,1,0,0
46,physical therapist,1,1,0,0
46,singer,1,1,0,0
46,artist,1,1,0,0
46,veterinarian,1,1,0,0
46,cook,1,1,0,0
46,author,1,1,0,0
46,photographer,1,1,0,0
46,tour guide,1,1,0,0
46,journalist,1,1,0,0
46,phlebotomist,1,1,0,0
46,writer,1,0,1,0
46,emergency medical care,1,1,0,0
46,graphic designer,1,1,0,0
46,accountant,1,1,0,0
46,lawyer,1,1,0,0
46,concierge,1,1,0,0
46,forensic psychologist,1,1,0,0
46,salesperson,1,1,0,0
46,editor,1,1,0,0
46,insurance agent,1,1,0,0
46,theatrical director,1,1,0,0
46,pharmacist,1,1,0,0
46,doctor,1,0,1,0
46,systems analyst,1,1,0,0
46,judge,1,1,0,0
46,research scientist,1,1,0,0
46,professor,1,1,0,0
46,income tax preparer,1,1,0,0
46,chef,1,0,1,0
46,executive,1,1,0,0
46,radio technician,1,1,0,0
46,chiropractor,1,1,0,0
46,landscaper,1,1,0,0
46,tailor,1,0,1,0
46,bartender,1,1,0,0
46,surgeon,1,1,0,0
46,computer programmer,1,0,1,0
46,movie director,1,1,0,0
46,painter,1,1,0,0
46,dentist,1,1,0,0
46,groundskeeper,1,0,1,0
46,architect,1,1,0,0
46,stock broker,1,0,1,0
46,police officer,1,1,0,0
46,janitor,1,1,0,0
46,coach,1,1,0,0
46,rancher,1,1,0,0
46,probation officer,1,1,0,0
46,bell hop,1,0,1,0
46,pilot,1,1,0,0
46,drafting worker,1,0,1,0
46,highway worker,1,1,0,0
46,stone cutter,1,1,0,0
46,logger,1,0,1,0
46,private detective,1,1,0,0
46,electrician,1,1,0,0
46,fire fighter,1,1,0,0
46,butcher,1,0,1,0
46,guard,1,1,0,0
46,plumber,1,0,1,0
46,farmer,1,0,1,0
46,carpenter,1,0,1,0
46,trucker,1,0,1,0
46,barber,1,0,1,0
46,construction worker,1,0,1,0
46,roofer,1,0,1,0
46,auto mechanic,1,0,1,0
46,heavy equipment operator,1,1,0,0
47,cosmetologist,1,1,0,0
47,manicurist,1,1,0,0
47,secretary,1,1,0,0
47,hairdresser,1,1,0,0
47,flight attendant,1,1,0,0
47,dress maker,1,1,0,0
47,receptionist,1,1,0,0
47,florist,1,1,0,0
47,housekeeper,1,1,0,0
47,child care worker,1,1,0,0
47,kindergarten teacher,1,1,0,0
47,interior decorator,1,1,0,0
47,registered nurse,1,1,0,0
47,elementary school teacher,1,1,0,0
47,librarian,1,1,0,0
47,cake decorator,1,1,0,0
47,dietician,1,1,0,0
47,exercise instructor,1,1,0,0
47,nutritionist,1,1,0,0
47,hair cutter,1,1,0,0
47,physician's assistant,1,1,0,0
47,massage therapist,1,1,0,0
47,bookkeeper,1,1,0,0
47,high school teacher,1,1,0,0
47,travel agent,1,1,0,0
47,guidance counselor,1,1,0,0
47,dental hygienist,1,1,0,0
47,real estate agent,1,1,0,0
47,counseling psychologist,1,1,0,0
47,baker,1,1,0,0
47,school psychologist,1,1,0,0
47,occupational therapist,1,1,0,0
47,cashier,1,1,0,0
47,reporter,1,1,0,0
47,server,1,1,0,0
47,clinical psychologist,1,1,0,0
47,animal caretaker,1,1,0,0
47,paralegal,1,1,0,0
47,physical therapist,1,1,0,0
47,singer,1,1,0,0
47,artist,1,1,0,0
47,veterinarian,1,1,0,0
47,cook,1,1,0,0
47,author,1,1,0,0
47,photographer,1,1,0,0
47,tour guide,1,1,0,0
47,journalist,1,1,0,0
47,phlebotomist,1,1,0,0
47,writer,1,1,0,0
47,emergency medical care,1,1,0,0
47,graphic designer,1,1,0,0
47,accountant,1,1,0,0
47,lawyer,1,1,0,0
47,concierge,1,1,0,0
47,forensic psychologist,1,1,0,0
47,salesperson,1,1,0,0
47,editor,1,1,0,0
47,insurance agent,1,1,0,0
47,theatrical director,1,1,0,0
47,pharmacist,1,1,0,0
47,doctor,1,1,0,0
47,systems analyst,1,1,0,0
47,judge,1,1,0,0
47,research scientist,1,1,0,0
47,professor,1,1,0,0
47,income tax preparer,1,1,0,0
47,chef,1,0,1,0
47,executive,1,1,0,0
47,radio technician,1,1,0,0
47,chiropractor,1,0,1,0
47,landscaper,1,1,0,0
47,tailor,1,0,1,0
47,bartender,1,1,0,0
